interval,timestamp,mg1.x,mg1.y,mg1.z
11.0,77130881.54999997,-3228.5544708216376,-103142.59876988186,273840.4203839138
11.0,77130881.59999996,-2349.7722037720996,-100520.35181536918,268855.1777390349
11.0,77130881.64999996,-4504.296773590047,-102257.72957115754,272067.54194160225
11.0,77130881.69999996,-3535.4619766342444,-102917.81427749801,273120.06842885807
11.0,77130881.74999996,-2903.6846736041516,-99309.26758079656,266764.6623828345
11.0,77130881.79999995,-7134.453110984546,-106475.03045276197,279735.3859863426
11.0,77130881.84999995,1309.672680737042,-95669.19526362258,259606.9457270734
11.0,77130881.89999995,-10899.403551882433,-109332.39083222696,285574.4881482753
11.0,77130881.94999994,4457.924047678969,-93479.49015839884,255488.8406687011
12.0,77130882.0,17717.609219978935,-103357.03544098524,268504.3331934857
12.0,77130882.05,-23359.082617284992,-100573.56825486029,273542.05784151744
12.0,77130882.1,11549.286218592822,-102183.62034061734,269194.6040653354
12.0,77130882.14999999,-15565.96715759279,-99429.42016156376,271137.50049413514
12.0,77130882.19999999,2425.1060686583514,-101582.90181419371,270645.6250829765
12.0,77130882.24999999,-6033.974337809716,-99565.158850708,269429.7565872974
12.0,77130882.29999998,-4163.7271610224925,-100558.10150526931,271227.08358632197
12.0,77130882.34999998,-110.79040014143618,-100389.91829383958,269991.76376044156
12.0,77130882.39999998,-6608.326441291006,-99745.4700489276,270028.0526799442
12.0,77130882.44999997,-1024.306976659217,-101859.05267869291,272036.47663970746
12.0,77130882.49999997,-4469.102092076795,-99635.67453983251,268359.7175198456
12.0,77130882.54999997,-3133.6771266203596,-102977.26101961675,273315.6898075744
12.0,77130882.59999996,-2462.7225040522176,-100412.62330280746,268702.38918152114
12.0,77130882.64999996,-4582.701446724169,-102209.07679711538,271956.3616734083
12.0,77130882.69999996,-3319.719600848887,-102807.63991352446,273109.2898584697
12.0,77130882.74999996,-2704.6529552828224,-99076.1468450105,266696.253926943
12.0,77130882.79999995,-7142.537029994741,-106740.00881500439,279849.6203036937
12.0,77130882.84999995,1257.8990861205334,-95692.11985402927,259609.27978179307
12.0,77130882.89999995,-11089.693982508063,-109578.89977676772,285712.95644176484
12.0,77130882.94999994,4230.767614725935,-93486.91471943018,255535.21713987103
13.0,77130883.0,17174.420730732756,-102301.69600910979,267604.73301423725
13.0,77130883.05,-23830.659446807025,-99868.49953925959,272872.63148123823
13.0,77130883.1,11798.61489684022,-101945.61021862729,269025.7888406716
13.0,77130883.14999999,-15211.10100521224,-99451.40682377378,271169.6549894861
